MTS,open,close,high,low,volume
2018-08-18 18:00:00,0.020622,0.021326,0.021739,0.020486,3612809.34647297
2018-08-19 00:00:00,0.021133,0.021171,0.021556,0.020831,1973915.90223556
2018-08-19 06:00:00,0.021293,0.022247,0.022313,0.021254,1645285.16121075
2018-08-19 12:00:00,0.022314,0.021357,0.022788,0.021301,4461934.42070606
2018-08-19 18:00:00,0.021457,0.022011,0.022425,0.021304,4549267.20717133
2018-08-20 00:00:00,0.022071,0.021902,0.022612,0.02175,1709218.52569597
2018-08-20 06:00:00,0.021963,0.0219,0.02205,0.021144,5992332.42806678
2018-08-20 12:00:00,0.0219,0.021789,0.02197,0.021317,3474911.51349091
2018-08-20 18:00:00,0.021691,0.02037,0.02181,0.019946,4424894.24832511
2018-08-21 00:00:00,0.020306,0.020227,0.020775,0.019716,2710318.16844357
