sewma,bewma,ratio,dollars
4,8,2.0,901.6151143200657
4,9,2.25,823.8336159873234
4,10,2.5,791.6405041945918
4,11,2.75,764.3501967715124
4,12,3.0,728.6709656058721
4,13,3.25,735.371049381987
4,14,3.5,828.8834270175491
4,15,3.75,840.2071860090928
5,10,2.0,750.3494544754334
5,11,2.2,733.9588609370066
5,12,2.4,762.473458913952
5,13,2.6,783.3739159602835
5,14,2.8,859.4712717984427
5,15,3.0,784.9012779668424
5,16,3.2,798.4018431278616
5,17,3.4,848.9420626508343
5,18,3.6,895.8050441540219
5,19,3.8,973.1510473564156
6,12,2.0,739.2794998992744
6,13,2.1666666666666665,864.885654437881
6,14,2.3333333333333335,816.3189071623079
6,15,2.5,824.4865246067961
6,16,2.6666666666666665,858.5517231065706
6,17,2.8333333333333335,903.0374191997508
6,18,3.0,1176.6654208666935
6,19,3.1666666666666665,1145.4542869410543
6,20,3.3333333333333335,1020.8680659580451
6,21,3.5,895.0544291508736
6,22,3.6666666666666665,981.7532726045096
6,23,3.8333333333333335,1367.1640836891786
7,14,2.0,835.8592765821099
7,15,2.142857142857143,832.827003910665
7,16,2.2857142857142856,1180.5897085697004
7,17,2.4285714285714284,1104.9711734497355
7,18,2.5714285714285716,1153.567410768766
7,19,2.7142857142857144,959.1583151133354
7,20,2.857142857142857,1052.227358973493
7,21,3.0,1197.7352851938947
7,22,3.142857142857143,1338.8294773028058
7,23,3.2857142857142856,1375.8809805048604
7,24,3.4285714285714284,1356.5299598861645
7,25,3.5714285714285716,1431.2883523600499
7,26,3.7142857142857144,1348.1777475590568
7,27,3.857142857142857,1357.4724534411257
8,16,2.0,1019.8351590633405
8,17,2.125,1127.6475752456213
8,18,2.25,1011.4273540014213
8,19,2.375,1127.2329515240094
8,20,2.5,1341.8570289199233
8,21,2.625,1431.263059445251
8,22,2.75,1439.021362061108
8,23,2.875,1454.0082854652164
8,24,3.0,1340.7628216028659
8,25,3.125,1338.9293721941426
8,26,3.25,1249.7620533294653
8,27,3.375,1257.4934039529167
8,28,3.5,1287.5625609093804
8,29,3.625,1243.1272595075868
8,30,3.75,1226.1959561338192
8,31,3.875,1093.620854941388
9,18,2.0,1201.1314010907272
9,19,2.111111111111111,1356.2152423491636
9,20,2.2222222222222223,1436.1752181247116
9,21,2.3333333333333335,1440.5630160391854
9,22,2.4444444444444446,1494.905599718317
9,23,2.5555555555555554,1390.2598823579754
9,24,2.6666666666666665,1390.6129775662391
9,25,2.7777777777777777,1379.749348194317
9,26,2.888888888888889,1398.5286935026606
9,27,3.0,1335.3576830609413
9,28,3.111111111111111,1340.2099823145134
9,29,3.2222222222222223,1366.713203340624
9,30,3.3333333333333335,1554.384396578774
9,31,3.4444444444444446,1161.042606802141
9,32,3.5555555555555554,1138.7571875112737
9,33,3.6666666666666665,1258.9796959979437
9,34,3.7777777777777777,969.6825609416012
9,35,3.888888888888889,1020.2521691687193
10,20,2.0,1478.655290465461
10,21,2.1,1402.2794589632138
10,22,2.2,1419.2641416389347
10,23,2.3,1453.7846790730368
10,24,2.4,1405.5479844600504
10,25,2.5,1357.641806203701
10,26,2.6,1284.6901898693447
10,27,2.7,1493.1100408331474
10,28,2.8,1617.1159636803447
10,29,2.9,1367.373219255948
10,30,3.0,1390.5188923025064
10,31,3.1,1328.8420391237719
10,32,3.2,981.489214469042
10,33,3.3,912.3224136452731
10,34,3.4,963.3576225482337
10,35,3.5,963.3576225482337
10,36,3.6,994.0399326686314
10,37,3.7,1049.4480650560247
10,38,3.8,1151.7288291846005
10,39,3.9,1097.3109950203518
11,22,2.0,1500.0741658607333
11,23,2.090909090909091,1342.0599153091152
11,24,2.1818181818181817,1321.981595451826
11,25,2.272727272727273,1463.7795841250165
11,26,2.3636363636363638,1530.2874376396064
11,27,2.4545454545454546,1566.7933666108233
11,28,2.5454545454545454,1367.373219255948
11,29,2.6363636363636362,1495.927768831143
11,30,2.727272727272727,1335.2807637789958
11,31,2.8181818181818183,999.3366919210457
11,32,2.909090909090909,903.2356910778097
11,33,3.0,940.2633481165474
11,34,3.090909090909091,937.2003348519897
11,35,3.1818181818181817,980.349575630897
11,36,3.272727272727273,1053.4480403708305
11,37,3.3636363636363638,1080.3162307440932
11,38,3.4545454545454546,1136.3743658257015
11,39,3.5454545454545454,1179.26400363362
11,40,3.6363636363636362,1145.141566667338
11,41,3.727272727272727,1152.7972340442843
11,42,3.8181818181818183,1108.7778110704162
11,43,3.909090909090909,1103.7993859646551
12,24,2.0,1465.3719192337435
12,25,2.0833333333333335,1466.9430677509145
12,26,2.1666666666666665,1297.9092124108167
12,27,2.25,1386.2538970828296
12,28,2.3333333333333335,1277.4022169018779
12,29,2.4166666666666665,1064.0776613814332
12,30,2.5,965.4603990895603
12,31,2.5833333333333335,991.9396807931671
12,32,2.6666666666666665,933.846073320067
12,33,2.75,962.711861933497
12,34,2.8333333333333335,1029.917724327119
12,35,2.9166666666666665,982.3095370697106
12,36,3.0,1185.6505383902238
