sewma,bewma,ratio,dollars
4,8,2.0,1215.6624865687425
4,9,2.25,1252.9988431742272
4,10,2.5,1195.14080473079
4,11,2.75,1298.0767168774319
4,12,3.0,1351.541381701207
4,13,3.25,1310.816437756116
4,14,3.5,1544.013044757165
4,15,3.75,1522.7163131053421
5,10,2.0,1335.1940633142638
5,11,2.2,1315.6162984098144
5,12,2.4,1561.3764390795575
5,13,2.6,1523.8560781405276
5,14,2.8,1539.8402123336332
5,15,3.0,1451.9078412156948
5,16,3.2,1692.847684555112
5,17,3.4,1221.9442149467015
5,18,3.6,1128.627525673166
5,19,3.8,1128.8582916280654
6,12,2.0,1539.8402123336332
6,13,2.1666666666666665,1464.0668572265172
6,14,2.3333333333333335,1653.0928504989658
6,15,2.5,1240.6701133056251
6,16,2.6666666666666665,1221.9442149467015
6,17,2.8333333333333335,1061.8267693190946
6,18,3.0,1238.0382023853015
6,19,3.1666666666666665,1181.370596486984
6,20,3.3333333333333335,1005.9076979819316
6,21,3.5,967.3698416120636
6,22,3.6666666666666665,967.3698416120636
6,23,3.8333333333333335,1009.8775614995504
7,14,2.0,1221.9442149467015
7,15,2.142857142857143,1221.9442149467015
7,16,2.2857142857142856,1140.6167260349
7,17,2.4285714285714284,1238.0382023853015
7,18,2.5714285714285716,1181.370596486984
7,19,2.7142857142857144,1005.9076979819316
7,20,2.857142857142857,945.4149642877215
7,21,3.0,986.9579530710092
7,22,3.142857142857143,986.9579530710092
7,23,3.2857142857142856,986.9579530710092
7,24,3.4285714285714284,946.9005865439804
7,25,3.5714285714285716,946.9005865439804
7,26,3.7142857142857144,929.9708892197748
7,27,3.857142857142857,929.9708892197748
8,16,2.0,1154.558879391034
8,17,2.125,983.0781873244543
8,18,2.25,983.0781873244543
8,19,2.375,986.9579530710092
8,20,2.5,986.9579530710092
8,21,2.625,949.3263513921509
8,22,2.75,949.3263513921509
8,23,2.875,946.9005865439804
8,24,3.0,929.9708892197748
8,25,3.125,929.9708892197748
8,26,3.25,902.8387222626494
8,27,3.375,903.879098757536
8,28,3.5,903.879098757536
8,29,3.625,903.879098757536
8,30,3.75,885.0156043462213
8,31,3.875,885.0156043462213
9,18,2.0,986.9579530710092
9,19,2.111111111111111,986.9579530710092
9,20,2.2222222222222223,949.3263513921509
9,21,2.3333333333333335,929.9708892197748
9,22,2.4444444444444446,929.9708892197748
9,23,2.5555555555555554,929.9708892197748
9,24,2.6666666666666665,902.8387222626494
9,25,2.7777777777777777,913.3671067670844
9,26,2.888888888888889,913.3671067670844
9,27,3.0,913.3671067670844
9,28,3.111111111111111,885.0156043462213
9,29,3.2222222222222223,912.6126321387175
9,30,3.3333333333333335,912.6126321387175
9,31,3.4444444444444446,802.8272210343582
9,32,3.5555555555555554,797.7365666100723
9,33,3.6666666666666665,797.7365666100723
9,34,3.7777777777777777,797.7365666100723
9,35,3.888888888888889,742.1205702761516
10,20,2.0,929.9708892197748
10,21,2.1,929.9708892197748
10,22,2.2,912.3158094526656
10,23,2.3,913.3671067670844
10,24,2.4,913.3671067670844
10,25,2.5,913.3671067670844
10,26,2.6,912.6126321387175
10,27,2.7,912.6126321387175
10,28,2.8,906.8258384031108
10,29,2.9,797.7365666100723
10,30,3.0,797.7365666100723
10,31,3.1,797.7365666100723
10,32,3.2,742.1205702761516
10,33,3.3,717.9122734276534
10,34,3.4,717.9122734276534
10,35,3.5,717.9122734276534
10,36,3.6,717.9122734276534
10,37,3.7,717.9122734276534
10,38,3.8,717.9122734276534
10,39,3.9,717.9122734276534
11,22,2.0,913.3671067670844
11,23,2.090909090909091,913.3671067670844
11,24,2.1818181818181817,912.6126321387175
11,25,2.272727272727273,906.8258384031108
11,26,2.3636363636363638,906.8258384031108
11,27,2.4545454545454546,797.7365666100723
11,28,2.5454545454545454,797.7365666100723
11,29,2.6363636363636362,742.1205702761516
11,30,2.727272727272727,717.9122734276534
11,31,2.8181818181818183,717.9122734276534
11,32,2.909090909090909,717.9122734276534
11,33,3.0,717.9122734276534
11,34,3.090909090909091,717.9122734276534
11,35,3.1818181818181817,717.9122734276534
11,36,3.272727272727273,713.8236168076427
11,37,3.3636363636363638,713.8236168076427
11,38,3.4545454545454546,792.9869237070479
11,39,3.5454545454545454,792.9869237070479
11,40,3.6363636363636362,792.9869237070479
11,41,3.727272727272727,792.9869237070479
11,42,3.8181818181818183,792.9869237070479
11,43,3.909090909090909,756.8528803793658
12,24,2.0,906.8258384031108
12,25,2.0833333333333335,797.7365666100723
12,26,2.1666666666666665,797.7365666100723
12,27,2.25,742.1205702761516
12,28,2.3333333333333335,717.9122734276534
12,29,2.4166666666666665,717.9122734276534
12,30,2.5,717.9122734276534
12,31,2.5833333333333335,717.9122734276534
12,32,2.6666666666666665,713.8236168076427
12,33,2.75,713.8236168076427
12,34,2.8333333333333335,713.8236168076427
12,35,2.9166666666666665,792.9869237070479
12,36,3.0,792.9869237070479
12,37,3.0833333333333335,792.9869237070479
12,38,3.1666666666666665,792.9869237070479
12,39,3.25,774.4132720354997
12,40,3.3333333333333335,774.4132720354997
12,41,3.4166666666666665,794.1257302413661
12,42,3.5,794.1257302413661
12,43,3.5833333333333335,794.1257302413661
12,44,3.6666666666666665,794.1257302413661
12,45,3.75,794.1257302413661
12,46,3.8333333333333335,724.3023776560274
12,47,3.9166666666666665,724.3023776560274
13,26,2.0,717.9122734276534
13,27,2.076923076923077,717.9122734276534
13,28,2.1538461538461537,717.9122734276534
13,29,2.230769230769231,713.8236168076427
13,30,2.3076923076923075,713.8236168076427
13,31,2.3846153846153846,713.8236168076427
13,32,2.4615384615384617,713.8236168076427
13,33,2.5384615384615383,792.9869237070479
13,34,2.6153846153846154,792.9869237070479
13,35,2.6923076923076925,811.385692238534
13,36,2.769230769230769,774.4132720354997
13,37,2.8461538461538463,774.4132720354997
13,38,2.923076923076923,794.1257302413661
13,39,3.0,794.1257302413661
13,40,3.076923076923077,794.1257302413661
13,41,3.1538461538461537,794.1257302413661
13,42,3.230769230769231,784.7727588141585
13,43,3.3076923076923075,762.5905007716647
13,44,3.3846153846153846,715.7717644484482
13,45,3.4615384615384617,704.9622193096701
13,46,3.5384615384615383,704.9622193096701
13,47,3.6153846153846154,699.1899618970924
13,48,3.6923076923076925,749.9863173066434
13,49,3.769230769230769,836.1157948209047
13,50,3.8461538461538463,816.280766700463
13,51,3.923076923076923,783.9540820580239
14,28,2.0,713.8236168076427
14,29,2.0714285714285716,713.8236168076427
14,30,2.142857142857143,792.9869237070479
14,31,2.2142857142857144,792.9869237070479
14,32,2.2857142857142856,811.385692238534
14,33,2.357142857142857,774.4132720354997
14,34,2.4285714285714284,774.4132720354997
14,35,2.5,774.4132720354997
14,36,2.5714285714285716,794.1257302413661
14,37,2.642857142857143,784.7727588141585
14,38,2.7142857142857144,784.7727588141585
