MTS,open,close,high,low,volume
2018-08-17 09:00:00,0.48794,0.48574,0.4933,0.471,3578339.96470385
2018-08-17 12:00:00,0.48473,0.49199,0.50109,0.47827,3807940.97556053
2018-08-17 15:00:00,0.49159,0.52234,0.5377,0.49001,6326478.05652122
2018-08-17 18:00:00,0.5215,0.52195,0.53,0.50864,3549286.9317909
2018-08-17 21:00:00,0.52044,0.56367956,0.5747,0.5196,5875572.84063369
2018-08-18 00:00:00,0.56373,0.54931,0.57499,0.54427,3475398.68651766
2018-08-18 03:00:00,0.5493,0.53043,0.552,0.52599,2612072.83820046
2018-08-18 06:00:00,0.53043,0.5225,0.53889,0.50814,3829892.45213368
2018-08-18 09:00:00,0.52259,0.52599,0.53345,0.51418,1660712.21431812
2018-08-18 12:00:00,0.526,0.4856,0.53343,0.4852,3749270.13730227
2018-08-18 15:00:00,0.4852,0.47129,0.48599,0.465,3812834.67528008
