MTS,open,close,high,low,volume
2018-08-18 18:00:00,0.563,0.59444,0.5962,0.56,21218.24025481
2018-08-18 21:00:00,0.59461,0.5841,0.625,0.5841,22110.87242825
2018-08-19 00:00:00,0.60926,0.5847,0.60926,0.5847,4536.63283349
2018-08-19 03:00:00,0.5847,0.58319,0.5847,0.58319,4106.81790489
2018-08-19 06:00:00,0.58319,0.58044,0.58319,0.58044,5242.87624963
2018-08-19 09:00:00,0.58044,0.6227,0.62539,0.58,25843.5941531
2018-08-19 12:00:00,0.62539,0.624,0.62596,0.6109,10428.96418533
2018-08-19 15:00:00,0.6115,0.61512,0.62544,0.6115,18288.52290131
2018-08-19 18:00:00,0.61531,0.641,0.64166,0.6,32143.90504107
2018-08-19 21:00:00,0.62631,0.6346,0.64166,0.612,16081.09866654
2018-08-20 00:00:00,0.6283,0.64153,0.64153,0.60032,15966.83005541
2018-08-20 03:00:00,0.63999,0.60791,0.63999,0.60762,2021.85048026
2018-08-20 06:00:00,0.6085,0.61,0.62032,0.6085,4998.82313022
2018-08-20 09:00:00,0.61,0.59705,0.61944,0.5912,46099.14025292
2018-08-20 12:00:00,0.5971,0.6005,0.61106,0.5912,6603.77425211
2018-08-20 15:00:00,0.606,0.6399,0.6399,0.6004,5028.59148562
2018-08-20 18:00:00,0.63788,0.60611,0.63853,0.60611,1333.03397573
2018-08-20 21:00:00,0.61511,0.5912,0.61511,0.5912,7015.64929662
2018-08-21 00:00:00,0.5912,0.60101,0.60101,0.5912,2419.14999999
2018-08-21 03:00:00,0.59888,0.56751,0.59888,0.56522,60045.35040707
