MTS,open,close,high,low,volume
2018-06-17 00:00:00,6489.0,6507.0,6573.0,6485.9,3837.94153471
2018-06-17 12:00:00,6507.0,6438.4,6540.0,6424.8,5603.07513121
2018-06-18 00:00:00,6443.0,6425.1,6500.6,6370.76958739,7542.72192616
2018-06-18 12:00:00,6425.1,6709.2,6849.7,6401.0,18846.05497636
2018-06-19 00:00:00,6709.2,6721.1,6780.0,6655.0,8361.65535448
2018-06-19 12:00:00,6719.7,6735.5,6848.2,6666.0,9014.11484445
2018-06-20 00:00:00,6734.8,6633.1,6739.9,6560.0,7831.51175638
2018-06-20 12:00:00,6633.1,6760.4,6825.0,6592.0,10879.30090996
2018-06-21 00:00:00,6760.4,6730.4,6788.8,6679.3,5784.28542917
2018-06-21 12:00:00,6730.35392159,6715.2,6750.0,6687.2,4867.22509471
2018-06-22 00:00:00,6715.2,6354.4,6731.0,6286.3,19929.02264187
2018-06-22 12:00:00,6354.4,6042.6,6360.0,5910.8,35321.21327125
2018-06-23 00:00:00,6042.6,6132.8,6171.6,6013.0,10388.44819296
2018-06-23 12:00:00,6132.8,6151.92764906,6259.0,6060.4,10315.95508546
2018-06-24 00:00:00,6152.0,5904.0,6187.5,5800.0,19966.55906515
2018-06-24 12:00:00,5904.1,6148.0390596,6249.7,5755.0,25537.23050697
2018-06-25 00:00:00,6148.1,6223.4,6224.9,6107.4,9420.97987987
2018-06-25 12:00:00,6223.4,6246.6,6341.0,6068.5,18493.06140811
2018-06-26 00:00:00,6249.1,6199.9,6280.8,6162.1,6922.83268364
2018-06-26 12:00:00,6199.9,6073.4,6261.7,6050.2,11920.27198059
2018-06-27 00:00:00,6073.4,6095.5,6134.0,6026.0,7883.55469724
2018-06-27 12:00:00,6097.1,6133.08668215,6192.7,5984.9,10386.67254452
2018-06-28 00:00:00,6133.08668215,6108.8,6170.9,6072.7,4335.38102667
2018-06-28 12:00:00,6108.9,5848.1,6130.6,5822.3,13613.74506933
2018-06-29 00:00:00,5850.0,5873.5,5960.0,5780.0,12933.33345164
2018-06-29 12:00:00,5873.41194563,6208.1,6302.0,5800.0,20999.8574506
2018-06-30 00:00:00,6208.2,6398.2,6545.5,6195.2,16583.41688468
2018-06-30 12:00:00,6398.2,6391.5,6449.2,6313.8,7295.79277487
2018-07-01 00:00:00,6391.6,6344.0,6439.9,6322.9,1661.97658106
