MTS,open,close,high,low,volume
2018-01-24 13:00:00,0.085,0.07098,0.085,0.0001,37335957.42198396
2018-01-25 01:00:00,0.07099,0.069635,0.07400000000000001,0.06908099999999999,19181501.87449564
2018-01-25 13:00:00,0.069633,0.0692,0.07149900000000001,0.066,15136136.10935588
2018-01-26 01:00:00,0.06916900000000001,0.06262999999999999,0.071,0.059,16353915.33482251
2018-01-26 13:00:00,0.062,0.067,0.07085,0.0611,17599521.57667299
2018-01-27 01:00:00,0.06705900000000001,0.067999,0.07085,0.064468,11627248.04614759
2018-01-27 13:00:00,0.06816900000000001,0.06976,0.07,0.067062,10385180.21510837
2018-01-28 01:00:00,0.06976,0.06885,0.0723,0.0685,9515097.2044518
2018-01-28 13:00:00,0.068661,0.0664,0.07,0.066,13233590.89222344
2018-01-29 01:00:00,0.06636,0.064188,0.069,0.0636,10334072.7243435
2018-01-29 13:00:00,0.064188,0.06452100000000001,0.0665,0.063,7263728.22459627
2018-01-30 01:00:00,0.064809,0.06,0.064809,0.0583,9694559.45546212
2018-01-30 13:00:00,0.0604,0.055719000000000005,0.060948,0.05101,23395789.21547341
2018-01-31 01:00:00,0.05529,0.054209,0.05529,0.05,8796837.95396547
2018-01-31 13:00:00,0.05416,0.055,0.0555,0.051,12763204.96201832
2018-02-01 01:00:00,0.054999,0.050913,0.0595,0.049,15139009.14859256
2018-02-01 13:00:00,0.050889,0.046054000000000005,0.05092,0.04308,24227119.29871737
2018-02-02 01:00:00,0.04666,0.033401,0.04666,0.0325,28357323.59973279
2018-02-02 13:00:00,0.033401,0.042,0.048,0.0313,37158717.23285945
2018-02-03 01:00:00,0.0418,0.04388,0.0439,0.0361,11908191.14940524
2018-02-03 13:00:00,0.04388,0.045579,0.050001,0.04255,24343214.7391449
2018-02-04 01:00:00,0.04534,0.0422,0.047,0.04104,7884726.47346952
2018-02-04 13:00:00,0.04132,0.038076,0.04244,0.035111,22641386.89284502
2018-02-05 01:00:00,0.038076,0.0332,0.03999,0.0332,14527072.31069075
2018-02-05 13:00:00,0.033366,0.030112,0.036000000000000004,0.0281,34254164.21244195
2018-02-06 01:00:00,0.0304,0.02662,0.031836,0.025,31162719.00173374
2018-02-06 13:00:00,0.0264,0.0359,0.0382,0.0264,39404678.76062871
2018-02-07 01:00:00,0.036000000000000004,0.038,0.039,0.031833,18408347.44538781
2018-02-07 13:00:00,0.037857,0.0325,0.040966,0.0323,29877713.70422656
2018-02-08 01:00:00,0.03234,0.0384,0.038987,0.032302,11734512.46185558
2018-02-08 13:00:00,0.038588,0.03806,0.038907,0.03608,9660580.77267269
2018-02-09 01:00:00,0.03806,0.03876,0.039,0.03551,8639843.61051163
2018-02-09 13:00:00,0.038335,0.046889,0.04752,0.038335,40821815.94219471
2018-02-10 01:00:00,0.046889,0.04798,0.058,0.045610000000000005,46708193.94686987
2018-02-10 13:00:00,0.04776,0.04815,0.053701,0.04256,28056702.30738212
2018-02-11 01:00:00,0.04815,0.042879,0.04815,0.039,20857688.79504729
2018-02-11 13:00:00,0.042879,0.04218,0.0505,0.041414,13558587.88868201
2018-02-12 01:00:00,0.0421,0.04531,0.0496,0.04205,16034994.73598007
2018-02-12 13:00:00,0.045331,0.045571,0.04698,0.04402,12316187.28805661
2018-02-13 01:00:00,0.04607,0.0431,0.04648,0.042,16362931.58291112
2018-02-13 13:00:00,0.043,0.0429,0.04432,0.04245,5626024.45950159
2018-02-14 01:00:00,0.0429,0.044827,0.045,0.0425,9356933.71197931
2018-02-14 13:00:00,0.044839,0.046,0.04708,0.044623,18493042.68594864
2018-02-15 01:00:00,0.046008,0.045289,0.048,0.044,15772311.45157188
2018-02-15 13:00:00,0.045275,0.04628,0.048924,0.045134,19652932.54326395
2018-02-16 01:00:00,0.04618,0.04745,0.054000000000000006,0.045931,22048658.64675244
2018-02-16 13:00:00,0.04745,0.05269,0.052999,0.047059,18563149.19642072
2018-02-17 01:00:00,0.052563,0.05221,0.054000000000000006,0.0509,17809801.66782294
2018-02-17 13:00:00,0.0523,0.05489,0.055,0.0523,15860847.55489993
2018-02-18 01:00:00,0.05495,0.05033,0.0555,0.047310000000000005,20844699.17822019
2018-02-18 13:00:00,0.05033,0.0492,0.0538,0.049,13440303.33076923
2018-02-19 01:00:00,0.049479,0.05235,0.0537,0.049,7392850.32714501
2018-02-19 13:00:00,0.052529999999999986,0.051729,0.053429,0.0508,7222311.95186857
2018-02-20 01:00:00,0.05169,0.04975,0.05233,0.0495,10266125.83210186
2018-02-20 13:00:00,0.049952,0.04671,0.050989,0.045,15832312.18322487
2018-02-21 01:00:00,0.046586,0.04633,0.048599,0.0442,11061458.81770356
2018-02-21 13:00:00,0.046515,0.0441,0.0468,0.042,14015167.4867078
2018-02-22 01:00:00,0.04388,0.0421,0.047,0.04137,8605433.30492959
2018-02-22 13:00:00,0.042010000000000006,0.04,0.042587,0.039,15000864.48521533
2018-02-23 01:00:00,0.03987,0.0425,0.04282,0.03825,8861206.29988842
2018-02-23 13:00:00,0.0425,0.04264,0.043457,0.040512,9042267.67772896
2018-02-24 01:00:00,0.042559,0.0408,0.045619,0.04011,11201181.97371732
2018-02-24 13:00:00,0.040286,0.04032,0.041304,0.039001,8939843.88735887
2018-02-25 01:00:00,0.04013,0.040879,0.04299,0.0393,5013039.95593486
2018-02-25 13:00:00,0.040879,0.039801,0.041127,0.03901,7728342.63487633
2018-02-26 01:00:00,0.03998,0.03989,0.04066,0.0381,6089078.82048742
2018-02-26 13:00:00,0.0399,0.04171,0.04295,0.039,12742569.99875308
2018-02-27 01:00:00,0.041749,0.042,0.0444,0.04065,6971304.09621598
2018-02-27 13:00:00,0.042,0.042371,0.043295,0.041012,9219831.99484048
2018-02-28 01:00:00,0.042371,0.041669,0.043901,0.04121,7765129.48342392
